class_id,class_name,method,filtered_sparsity_mean,filtered_sparsity_std,filtered_faithfulness_mean,filtered_faithfulness_std,baseline_sparsity_mean,baseline_sparsity_std,baseline_faithfulness_mean,baseline_faithfulness_std,mean_diff
276,hyena,ig,0.5554909385629251,0.0509002183921183,0.6019148681709339,0.3204014912659271,0.5389030612244897,0.0466341918698385,0.5615006802089192,0.32000012450119,-0.0404141879620146
276,hyena,saliency,0.4453741496598639,0.0244220746302209,0.518193286893802,0.3522222798451726,0.422538531037415,0.021671519069711,0.4098639555065893,0.3543904725537353,-0.1083293313872127
277,red_fox,ig,0.5125789221938775,0.0424967253856386,0.3563422452181112,0.3197626237199205,0.5005091411564626,0.0371165106633888,0.3344867161710863,0.3005787735477527,-0.0218555290470249
277,red_fox,saliency,0.4364758715986394,0.0257400257245417,0.3105227298225509,0.3561935340422448,0.4211257706207482,0.0243886650564337,0.2344900865579257,0.3017196197518511,-0.0760326432646252
278,kit_fox,ig,0.5421671715561225,0.043954989629493,0.4799455883927658,0.2581807280382685,0.5321444515306122,0.041457029181182,0.4005579334664435,0.2952123777320549,-0.0793876549263222
278,kit_fox,saliency,0.4420801445578232,0.0272186770977694,0.4022925368966753,0.2766411819947966,0.4272168633078231,0.033827073088603,0.2802700794863631,0.2930721777690425,-0.1220224574103122
279,Arctic_fox,ig,0.5295727040816327,0.0564021988331184,0.4977344781099236,0.3559955715781372,0.5251296768707483,0.0612091154867584,0.5088852303033491,0.3549184909188507,0.0111507521934254
279,Arctic_fox,saliency,0.4396898915816326,0.0266325134236033,0.4563660344504751,0.3384856004251576,0.4282265093537415,0.0327024143320591,0.4625963737152051,0.3375756279842718,0.0062303392647299
280,grey_fox,ig,0.5274889721513606,0.0355669418123499,0.2840774129025522,0.3212548374930264,0.5182057823129251,0.0331731229734359,0.2262130457445528,0.3030221264993042,-0.0578643671579993
280,grey_fox,saliency,0.4429708758503401,0.0268065299627507,0.3345839229424018,0.3119603794837549,0.4269209715136054,0.0285937800208241,0.1790083283798958,0.2876357991896668,-0.155575594562506
281,tabby,ig,0.5022540656887756,0.0341381526405115,0.337156732348667,0.2298951532339401,0.4954530718537415,0.0324938378920621,0.3087095819716342,0.2138630676189647,-0.0284471503770328
281,tabby,saliency,0.4281659226190477,0.026164036890027,0.2580706044836552,0.2566066917029714,0.4085727572278912,0.0277716273361529,0.1730084651999641,0.2467929595225154,-0.085062139283691
282,tiger_cat,ig,0.5134814785289116,0.0288236172500848,0.3286638508747274,0.2866277873762579,0.5003789328231292,0.0256704239797228,0.2737556771660456,0.2945941204588015,-0.0549081737086817
282,tiger_cat,saliency,0.4230953709608843,0.0226234370607476,0.2404976054051076,0.2826848384220822,0.4067443930697278,0.0211161931619547,0.1692917168521671,0.2662580006326346,-0.0712058885529404
